,name,album,artist,release_date,length,popularity,key,mode,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,spring,summer,fall,winter
2491,COOLER BOX,COOLER BOX,Ole,2019-08-09,213333,10,9,1,0.818,0.745,0.531,0.0,0.0972,-5.925,0.371,89.989,4,0.692,0,1,0,0
2492,"Catch me, Flag!!? feat.SUKISHA","Catch me, Flag!!? feat.SUKISHA",ZETTAKUN,2019-07-17,195493,24,7,1,0.769,0.0649,0.789,2.11e-05,0.344,-5.942,0.0807,114.992,4,0.795,0,1,0,0
2493,Last Summer,VIBRATION,TOKYO HEALTH CLUB,2016-09-30,272110,22,7,1,0.81,0.399,0.786,0.0,0.0804,-6.586,0.0818,98.007,4,0.53,0,1,0,0
2494,クライマックス,ティンカーベル ?ネバーランドの妖精たち?,Gaki Ranger,2019-04-03,258986,14,2,1,0.771,0.000586,0.742,1.1e-05,0.0843,-5.544,0.0716,96.022,4,0.17,0,1,0,0
2495,Wakakusa Night.,明星,クボタカイ,2019-12-04,220860,0,4,1,0.799,0.724,0.734,0.0329,0.108,-6.357,0.241,88.972,4,0.859,0,1,0,0
2496,せもたれ,Chilly Source Compile Vol.2,Various Artists,2019-12-25,182644,44,11,1,0.819,0.523,0.462,0.0272,0.103,-7.381,0.0484,89.981,4,0.61,0,1,0,0
2497,君は1000% (Night Tempo Showa Groove Mix),1986オメガトライブ - Night Tempo presents ザ・昭和グルーヴ,Night Tempo,2019-11-08,195000,35,4,0,0.482,0.0968,0.922,3.22e-06,0.183,-2.916,0.211,128.052,4,0.685,0,1,0,0
2498,FOCUS!!,FOCUS!,DENYENTOSHI,2019-07-12,196574,5,8,0,0.639,0.472,0.841,0.0,0.344,-5.25,0.156,90.054,4,0.769,0,1,0,0
2499,SUNNY,SUNNY,TOKYO HEALTH CLUB,2019-09-06,225735,22,6,1,0.883,0.199,0.813,0.0,0.0486,-5.093,0.0992,104.044,4,0.757,0,1,0,0
2500,俺たちの夏,誰もいないsea,YONA YONA WEEKENDERS,2019-05-10,292500,25,10,1,0.673,0.457,0.722,0.000271,0.0635,-8.506,0.0284,96.08,4,0.697,0,1,0,0
2501,誰もいないsea,誰もいないsea,YONA YONA WEEKENDERS,2019-05-10,304000,32,5,1,0.599,0.604,0.609,0.000968,0.063,-6.657,0.0293,100.021,4,0.74,0,1,0,0
2502,ねむるまち,ねむるまち,whaledontsleep,2019-11-15,197067,38,7,1,0.654,0.531,0.628,1.1e-05,0.0953,-6.963,0.0775,169.989,4,0.26,0,1,0,0
2503,さよならサマー,さよならサマー,mogsan,2019-07-15,329355,10,2,1,0.618,0.242,0.91,1.13e-05,0.109,-4.086,0.0368,108.556,4,0.584,0,1,0,0
2504,オレンジシャーベット,6 Words Holiday feat. ERA,BIM,2017-04-12,215800,0,8,1,0.374,0.785,0.623,0.0,0.12,-8.591,0.326,173.095,4,0.343,0,1,0,0
2505,夏がそうさせた,YASHINOKI HOUSE,never young beach,2015-05-13,214720,26,5,0,0.393,0.0741,0.582,0.138,0.297,-9.64,0.056,89.058,4,0.475,0,1,0,0
2506,Mirage,Mirage feat. 東郷清丸,Chushokigyo,2018-09-07,229169,9,9,0,0.594,0.446,0.704,0.0387,0.11,-8.82,0.0847,97.757,4,0.43,0,1,0,0
2507,goodness (Mellow Mix) (DJ MASTERKEY Mix),TRIPLE M,Moomin,2000-11-15,273893,0,0,1,0.699,0.475,0.521,0.0,0.476,-8.947,0.0743,92.059,4,0.925,0,1,0,0
2508,残照,残照,ぷにぷに電機,2020-04-01,218666,30,11,0,0.61,0.021,0.841,0.00516,0.272,-5.969,0.0303,135.019,4,0.66,0,1,0,0
2509,サマーヌード,B.A.D.(Bigger And Deffer)~MB's Single Collection,Magokoro Brothers,1997-06-21,293666,0,11,0,0.629,0.343,0.773,0.0,0.296,-5.112,0.0369,115.021,4,0.781,0,2,0,0
2510,STRIPE - STUTS Remix,TOKI CHIC REMIX,Asako Toki,2019-06-26,261973,14,1,1,0.861,0.323,0.682,5.73e-06,0.0986,-6.055,0.105,116.001,4,0.773,0,1,0,0
2511,オールドスクール・サーファー,Natsu Summer & Dub Sensation,Natsu Summer,2018-07-04,252200,15,8,0,0.811,0.0119,0.552,0.00126,0.0738,-7.349,0.041,132.032,4,0.948,0,1,0,0
2512,Coin Laundry,Magic Hour,YOSA,2014-07-16,244444,11,8,1,0.857,0.239,0.887,3.19e-06,0.0852,-6.089,0.119,108.01,4,0.923,0,1,0,0
2513,Easy Breezy,Easy Breezy,chelmico,2020-01-17,208375,48,2,1,0.655,0.507,0.993,0.0,0.392,-2.026,0.0862,93.021,4,0.62,0,1,0,0
2514,Magic Hour,さかいコラボ,Yu Sakai,2015-02-04,311586,6,9,0,0.593,0.562,0.634,5.94e-06,0.278,-7.554,0.0598,88.969,4,0.38,0,1,0,0
2515,Navy Love,Fishing,chelmico,2019-08-21,248213,19,10,1,0.905,0.267,0.625,0.0,0.0717,-8.856,0.0503,136.009,4,0.925,0,1,0,0
2516,ハッピーアイスクリーム,OFF THE WALL,JABBA DA FOOTBALL CLUB,2017-03-15,233226,8,10,0,0.783,0.366,0.72,4.25e-06,0.0643,-7.674,0.114,94.047,4,0.895,0,1,0,0
2517,a quiet night,FONDUE,chop the onion,2017-01-25,242744,7,7,1,0.675,0.058,0.657,0.688,0.0591,-8.198,0.16,91.302,4,0.486,0,1,0,0
2518,Last Summer - Sunset Breeze Version,Last Summer,TOKYO HEALTH CLUB,2016-09-30,279304,7,7,1,0.638,0.25,0.891,0.0,0.126,-5.617,0.106,97.985,4,0.576,0,1,0,0
2519,サマーブリーズ '86,CITY DIVE,HITOMITOI,2012-06-20,339226,20,8,0,0.748,0.398,0.472,0.0162,0.0734,-8.463,0.0262,102.009,4,0.628,0,1,0,0
2520,時を止めて恋が踊る,Pacific High / Aleutian Low,HITOMITOI,2012-06-12,373186,10,7,1,0.714,0.00778,0.617,0.0228,0.0662,-7.41,0.0429,99.986,4,0.516,0,1,0,0
2521,常夏ノスタルジー,Bye Bye Summer,TOREMONO,2018-07-16,252813,0,0,1,0.46,0.217,0.819,0.000117,0.258,-4.341,0.0495,104.484,4,0.838,0,1,0,0
2522,Drinking Again,Drinking Again,Taichi Ro,2019-03-26,246545,1,5,0,0.647,0.0949,0.67,6.65e-06,0.158,-7.698,0.146,195.975,4,0.535,0,1,0,0
2523,サマー・エスケイプ,時のシルエット,Natsu Summer,2019-07-17,239999,24,6,0,0.747,0.187,0.625,0.0198,0.0923,-6.6,0.025,113.003,4,0.81,0,1,0,0
2524,magicnumber feat. Marter,magicnumber feat. Marter,Uyama Hiroto,2020-03-25,294193,0,10,0,0.595,0.644,0.555,0.0269,0.105,-7.16,0.0471,93.02,4,0.574,0,1,0,0
2525,プールサイド,桃源郷,Shohey Uemura,2019-08-24,238979,1,5,1,0.516,0.533,0.513,1.31e-06,0.117,-8.799,0.107,122.547,3,0.449,0,1,0,0
2526,遊泳,遊泳,YONA YONA WEEKENDERS,2020-04-10,248666,34,0,1,0.579,0.288,0.653,0.0334,0.0785,-8.166,0.0604,179.948,4,0.745,0,1,0,0
2527,Peppermint,PEPPERMINT,BASI,2017-08-30,256066,26,7,1,0.673,0.196,0.797,8.18e-05,0.124,-7.146,0.0434,95.964,4,0.842,0,1,0,0
2528,Summer Film's,film drip,Rin音,2020-01-22,253636,26,7,1,0.828,0.0548,0.37,0.0,0.109,-11.655,0.177,87.998,4,0.961,0,1,0,0
2529,夏 wanna say love U(tofubeats remix),university of remix(7 tracks),tofubeats,2013-04-17,314013,0,0,1,0.734,0.00774,0.889,0.000477,0.0763,-6.202,0.0917,130.029,4,0.58,0,1,0,0
2530,セダン,セダン,mitsume,2018-08-01,245925,0,9,1,0.759,0.0193,0.662,0.0246,0.168,-7.744,0.0292,125.019,4,0.93,0,1,0,0
2531,CHANCE,OIL LACQUER,Jambo Lacquer,2020-04-22,253152,34,8,1,0.675,0.142,0.855,0.000329,0.179,-6.905,0.0976,113.036,4,0.735,0,1,0,0
2532,MIZUWARI,POOL CASE,Jambo Lacquer,2018-12-22,202203,26,1,1,0.806,0.832,0.579,0.00185,0.0788,-4.957,0.134,92.029,4,0.748,0,1,0,0
2533,LIGHT,MIRAROMA,Jambo Lacquer,2019-09-20,271333,30,1,1,0.785,0.409,0.665,0.000126,0.111,-5.416,0.0671,89.979,4,0.762,0,1,0,0
2534,猫と花火,猫と花火,saji,2019-10-23,220939,11,6,1,0.618,0.0281,0.787,0.00018,0.205,-5.72,0.0266,100.052,4,0.734,0,1,0,0
2535,melt summer,Merry go round,satomoka,2019-03-20,347840,40,0,0,0.592,0.188,0.583,5.74e-06,0.0497,-7.318,0.0331,80.213,4,0.696,0,2,0,0
2536,Hottest Lover,Favorite Fantasy,Lucky Kilimanjaro,2017-11-22,354840,13,6,0,0.672,0.196,0.432,0.0,0.165,-7.664,0.0312,144.001,4,0.352,0,1,0,0
2537,8月とモラトリー,Catch The One,Awesome City Club,2018-12-19,292840,24,1,1,0.457,0.108,0.585,1.09e-06,0.305,-4.726,0.0459,205.917,4,0.869,0,1,0,0
2538,フラッシュバック、夏。,フラッシュバック、夏。,RHYMESTER,2011-07-27,242760,0,8,1,0.762,0.532,0.955,0.0,0.101,-3.68,0.102,98.07,4,0.698,0,1,0,0
2539,フラッシュバック、夏。 ☆TAKU TAKAHASHI A.K.A. THE SUITBOYS REMIX,フラッシュバック、夏。,RHYMESTER,2011-07-27,318093,0,1,1,0.589,0.000727,0.914,0.000107,0.15,-4.323,0.0578,174.059,4,0.578,0,1,0,0
2540,into the night,フラッシュバック、夏。,RHYMESTER,2011-07-27,256733,0,10,0,0.667,0.159,0.933,0.0,0.0644,-3.816,0.0591,107.039,4,0.898,0,1,0,0
2541,Cruise - Remix,Cruise (Remix),lo-key design,2020-03-04,266024,0,0,1,0.77,0.722,0.353,0.0,0.145,-7.223,0.261,83.039,4,0.642,0,1,0,0
2542,Summer Vacation,Light Of Mine,REVi,2019-09-04,146526,24,11,1,0.736,0.703,0.667,0.00421,0.139,-4.826,0.124,94.977,4,0.655,0,1,0,0
2543,AOI夜(grooveman's Jack Bounce Mix),TOKYO LUV EP,FNCY,2020-05-01,255272,11,4,0,0.712,0.171,0.939,0.0,0.0727,-3.449,0.0429,109.989,4,0.744,0,1,0,0
2544,Summer,PARAISO,Yogee New Waves,2014-09-10,265447,25,1,0,0.506,0.256,0.687,0.0,0.321,-5.838,0.0654,131.798,4,0.929,0,1,0,0
2545,Summer Revision B,Am I Weak Enough to be Strong? “The Idea of Desirable Difficulty”,Pops Kenkyukai,2019-11-20,233426,8,4,0,0.699,0.419,0.596,0.409,0.137,-9.449,0.0722,104.052,4,0.244,0,1,0,0
2546,Summer Gypsy,Metaphorical Music,Nujabes,2003-08-21,259586,42,10,0,0.781,0.000676,0.743,0.792,0.0971,-7.307,0.0789,109.11,4,0.289,0,1,0,0
2547,One Hot Love - 2018 Remaster,FIRST LIGHT (2018 Remaster),Makoto Matsushita,1982-04-21,260605,43,2,1,0.751,0.102,0.784,2.3e-05,0.412,-6.418,0.0507,125.653,4,0.927,0,1,0,0
2548,Sunset - 2018 Remaster,FIRST LIGHT (2018 Remaster),Makoto Matsushita,1982-04-21,498725,31,4,1,0.48,0.518,0.583,0.0639,0.374,-7.814,0.0266,136.085,4,0.131,0,1,0,0
2549,September Rain - Japanese Version 2018 Remaster,FIRST LIGHT (2018 Remaster),Makoto Matsushita,1982-04-21,270663,41,0,1,0.588,0.607,0.424,0.0415,0.158,-9.395,0.0248,124.025,4,0.362,0,1,0,0
2550,サマージャム2020,シン・スチャダラ大作戦,SCHA DARA PARR,2020-04-08,306017,0,10,0,0.76,0.0139,0.676,2.63e-06,0.166,-9.33,0.0694,94.989,4,0.596,0,1,0,0
2551,Utopia,Utopia,THREE1989,2020-05-08,263000,5,2,1,0.712,0.0583,0.749,2.82e-05,0.33,-8.464,0.0552,113.974,4,0.259,0,1,0,0
2552,Traffic Jam,The U-KiMAMA’N’i,SPiCYSOL,2020-04-29,219466,38,0,0,0.71,0.0295,0.857,0.0,0.263,-3.804,0.0709,121.043,4,0.734,0,1,0,0
2553,POOL - (gappy ver.),gappy,Emi Okamoto,2019-10-09,230458,37,6,1,0.687,0.195,0.566,0.00592,0.111,-6.178,0.0433,167.878,4,0.414,0,1,0,0
2554,I've Never Seen,Fill,Keishi Tanaka,2013-01-23,257493,1,0,1,0.549,0.605,0.679,0.0,0.329,-6.478,0.0331,138.048,4,0.583,0,1,0,0
2555,そなちね,21世紀より愛をこめて,Tempalay,2019-06-05,324973,0,0,0,0.461,0.403,0.72,0.00337,0.133,-5.934,0.0375,181.782,4,0.927,0,1,0,0
2556,Summer Ghost,We Are the Sun!,TAMTAM,2020-05-20,300520,20,6,1,0.671,0.333,0.764,0.146,0.21,-4.079,0.031,92.979,4,0.647,0,1,0,0
2557,渚のハニー,BLUE,Blue Vintage,2019-06-19,214340,20,1,1,0.666,0.000945,0.936,0.0,0.242,-3.502,0.0687,133.038,4,0.723,0,1,0,0
2558,Chillが先,Chillが先,グローバルシャイ,2020-05-15,335500,8,9,0,0.327,0.296,0.457,0.0,0.0822,-11.967,0.0678,182.153,4,0.325,0,1,0,0
2559,シーブリーズ,シーブリーズ,MUNO NO MOSES,2019-02-20,148160,0,7,1,0.553,6.97e-05,0.977,3.36e-05,0.256,-2.899,0.0818,123.931,4,0.722,0,1,0,0
2560,Summervibez,STEM,HIMI,2020-01-31,147241,31,8,1,0.728,0.252,0.449,0.000206,0.0623,-7.657,0.0307,88.121,4,0.346,0,1,0,0
2561,Micro Summer,Micro Summer,City Your City,2019-08-28,228000,34,10,0,0.595,0.148,0.865,0.0154,0.116,-4.729,0.0376,166.014,4,0.826,0,1,0,0
2562,BIG WHEEL,OFF THE WALL,JABBA DA FOOTBALL CLUB,2017-03-15,263360,2,0,1,0.816,0.182,0.823,4.87e-06,0.163,-5.933,0.0835,108.981,4,0.615,0,1,0,0
2563,CALL ME UP,SLOW BURN,YAMATO HAZE,2019-09-30,161868,22,7,1,0.667,0.0792,0.517,0.0,0.287,-7.071,0.084,173.896,4,0.814,0,1,0,0
2564,LIKE A SUNDAY,SLOW BURN,YAMATO HAZE,2019-09-30,168253,21,10,1,0.676,0.176,0.703,0.0,0.154,-5.229,0.116,88.073,4,0.56,0,1,0,0
2565,That's My Baby -Midas Hutch Remix,That's My Baby -Midas Hutch Remix,RIRI,2018-08-10,214008,0,3,1,0.687,0.0728,0.677,0.0,0.346,-6.094,0.0397,105.047,4,0.707,0,1,0,0
2566,Temptation,Street Light,Omoinotake,2018-10-10,225943,0,2,0,0.705,0.483,0.781,1.33e-06,0.141,-5.532,0.0751,105.026,4,0.562,0,1,0,0
2567,Remember Summer Days (Night Tempo Showa Groove Mix),杏里 - Night Tempo presents ザ・昭和グルーヴ,Night Tempo,2019-07-24,226909,53,5,1,0.685,0.489,0.872,0.0,0.841,-4.945,0.465,110.044,4,0.724,0,1,0,0
2568,透明人間・オン・ザ・ビーチ,透明人間・オン・ザ・ビーチ,ぷにぷに電機,2020-06-10,180563,29,0,1,0.82,0.199,0.649,0.0017,0.32,-7.199,0.0694,100.045,4,0.61,0,1,0,0
2569,summer,summer,haruno,2019-08-14,124874,30,11,0,0.787,0.118,0.445,0.194,0.0821,-10.062,0.114,79.993,4,0.446,0,1,0,0
2570,夜風に吹かれて,HOLIDAY,EVISBEATS,2018-12-19,269293,40,1,1,0.827,0.493,0.404,0.0277,0.0785,-8.942,0.0797,102.013,4,0.552,0,1,0,0
2571,ロースト・ビーチ・ベイベー,"hey hey, my my? (Extra Edition)",domico,2017-10-18,228146,0,9,1,0.473,0.0401,0.794,0.00185,0.0671,-4.213,0.0479,187.949,4,0.676,0,1,0,0
2572,CHOP SUMMER,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,130421,32,7,1,0.819,0.0235,0.781,0.776,0.247,-5.602,0.168,92.639,4,0.505,0,1,0,0
2573,Rice Cracker,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,123418,14,5,1,0.702,0.0474,0.892,0.921,0.0529,-4.069,0.0952,95.001,4,0.95,0,1,0,0
2574,Henry,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,119187,8,8,0,0.78,0.00873,0.827,0.648,0.314,-3.317,0.0686,94.532,4,0.922,0,1,0,0
2575,タイトクルーズで,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,82718,9,11,0,0.821,0.162,0.867,0.0463,0.129,-4.581,0.096,98.001,4,0.942,0,1,0,0
2576,VIBE,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,102971,9,11,1,0.642,0.61,0.485,0.662,0.12,-6.372,0.0287,80.593,4,0.745,0,1,0,0
2577,レモン日和,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,160863,9,8,1,0.773,0.807,0.681,0.00142,0.101,-5.225,0.0455,100.743,4,0.784,0,1,0,0
2578,サマールーティーン,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,172743,8,11,0,0.755,0.0289,0.813,0.2,0.292,-4.726,0.0499,95.008,4,0.934,0,1,0,0
2579,GO?KI?GEN?YOU,YAZZY BEATS 暑中見舞,Tha Omedetaz,2020-06-15,154687,7,9,1,0.78,0.0599,0.817,0.793,0.0592,-4.432,0.0828,101.01,4,0.942,0,1,0,0
2580,Highlight,POWER,chelmico,2018-08-08,290070,33,10,0,0.963,0.274,0.664,4.86e-06,0.0855,-4.986,0.0633,126.018,4,0.231,0,1,0,0
2581,エモめの夏,エモめの夏,Lucky Kilimanjaro,2020-07-01,147951,34,11,1,0.741,0.00456,0.527,0.0,0.211,-5.474,0.049,113.018,4,0.655,0,1,0,0
2582,夏の幻,夏の幻,Omoinotake,2020-06-26,296451,0,3,1,0.729,0.109,0.535,0.0,0.0585,-6.901,0.101,93.008,4,0.416,0,1,0,0
2583,夏の加速度 ~Kiss In My Heart~,夏の加速度 ~Kiss In My Heart~,Junk Fujiyama,2020-07-01,262322,19,6,1,0.644,0.0207,0.839,5.41e-06,0.0554,-6.421,0.0589,101.994,4,0.947,0,1,0,0
2584,Sunshine Girl,beside,Omoinotake,2017-08-30,242840,0,10,1,0.695,0.0641,0.677,4.01e-06,0.081,-6.24,0.0269,105.004,4,0.706,0,1,0,0
2585,poolside,poolside,MADE IN HEPBURN,2020-07-03,262348,9,1,1,0.554,0.443,0.662,0.00321,0.1,-5.696,0.0354,89.964,4,0.505,0,1,0,0
2586,El Sol,El Sol,Monthly Mu & New Caledonia,2020-06-19,280628,14,4,1,0.633,0.852,0.622,0.0047,0.111,-7.436,0.0429,106.151,4,0.615,0,1,0,0
2587,エメラルドグリーンの揺らめき,エメラルドグリーンの揺らめき,Mime,2020-07-10,223466,20,6,1,0.582,0.0159,0.607,0.00595,0.0689,-8.504,0.0289,89.003,4,0.749,0,1,0,0
2588,One - ニューリーRemix,One (ニューリーRemix),NSK,2020-07-18,228803,22,0,0,0.745,0.799,0.463,0.369,0.129,-9.942,0.0742,80.008,3,0.391,0,1,0,0
2589,Summer Venus,Summer Venus,THREE1989,2020-07-22,290680,9,0,0,0.667,0.0465,0.668,0.0,0.0759,-8.003,0.0797,111.999,4,0.724,0,2,0,0
2590,summer end feat.claquepot,summer end feat.claquepot,SHE IS SUMMER,2020-07-15,206218,14,8,1,0.744,0.0517,0.749,0.000899,0.259,-6.443,0.0252,99.997,4,0.676,0,1,0,0
2591,SUMMER,SUMMER,erie,2020-07-15,185828,19,6,1,0.768,0.213,0.669,0.0,0.123,-4.781,0.373,93.051,4,0.59,0,1,0,0
2592,サマータイムラブ,サマータイムラブ,I'm,2020-07-15,190400,34,4,1,0.72,0.684,0.424,3.71e-05,0.0757,-12.147,0.0321,116.017,4,0.511,0,1,0,0
2593,Sunflower,Sunflower,I Don't Like Mondays.,2020-07-22,228574,34,5,1,0.607,0.0464,0.716,4.15e-06,0.119,-5.595,0.041,101.984,4,0.421,0,1,0,0
2594,あっけない,あっけない,POP ART TOWN,2020-07-24,253621,11,2,1,0.822,0.11,0.676,2.66e-06,0.167,-5.729,0.0531,105.073,4,0.828,0,1,0,0
2595,夏の知らせ,夏の知らせ,グソクムズ,2020-07-23,270000,18,1,0,0.555,0.0153,0.72,0.00735,0.321,-10.099,0.0325,99.967,4,0.551,0,1,0,0
2596,Orange Sunshine,Orange Sunshine,Opus Inn,2020-07-17,297602,10,5,1,0.418,0.698,0.435,0.00208,0.0836,-10.254,0.0717,80.108,4,0.592,0,1,0,0
2597,Like a summer's day,CLIFFTOP,YOKOYURE,2019-11-16,195314,1,8,0,0.6,0.248,0.882,0.0324,0.0734,-7.861,0.0561,125.946,4,0.7,0,1,0,0
2598,Clear color,Sparkle,iri,2020-03-25,194106,37,1,1,0.759,0.00799,0.731,1.21e-05,0.326,-7.304,0.0428,105.034,4,0.639,0,1,0,0
2599,夏蜜柑,夏蜜柑,ザ・ストロングバブルシティ,2020-07-21,289500,0,2,1,0.731,0.171,0.643,0.0,0.143,-6.157,0.045,117.992,4,0.622,0,1,0,0
2600,あの頃、プールサイドで,HAYAMA NIGHTS,Natsu Summer,2020-08-05,313493,25,4,1,0.641,0.287,0.564,0.000298,0.328,-7.633,0.0365,179.964,4,0.681,0,1,0,0
2601,甲州街道はもう夏なのさ - Instrumental,甲州街道はもう夏なのさ,fox capture plan,2020-08-12,209333,18,1,1,0.635,0.41,0.542,0.865,0.104,-11.176,0.0411,89.988,4,0.758,0,1,0,0
2602,Glints,Glints,satomoka,2020-07-15,263960,14,8,1,0.703,0.479,0.704,6.64e-05,0.05,-4.143,0.0427,114.935,4,0.641,0,1,0,0
2603,表情筋,表情筋,SUKISHA,2020-08-17,246071,37,7,0,0.762,0.709,0.586,0.00127,0.105,-5.751,0.0367,84.045,4,0.69,0,1,0,0
2604,Outro,The Sunset Fiction,THREE1989,2020-08-15,37130,7,7,1,0.165,0.982,0.137,0.868,0.114,-13.109,0.0351,165.588,4,0.181,0,1,0,0
2605,Utopia - Album Edition,The Sunset Fiction,THREE1989,2020-08-15,260213,11,7,1,0.7,0.0594,0.69,1.59e-05,0.198,-8.234,0.0414,113.984,4,0.312,0,1,0,0
2606,Silhouette,The Sunset Fiction,THREE1989,2020-08-15,93538,4,4,0,0.529,0.693,0.558,0.467,0.979,-14.253,0.0462,99.933,4,0.0648,0,1,0,0
2607,Summer Venus,The Sunset Fiction,THREE1989,2020-08-15,290680,15,5,0,0.669,0.0472,0.671,0.0,0.0745,-8.003,0.077,112.011,4,0.711,0,2,0,0
2608,HOTELジェリーフィッシュ - Album Edition,The Sunset Fiction,THREE1989,2020-08-15,222453,10,4,0,0.821,0.0242,0.652,2.86e-05,0.064,-7.768,0.047,105.98,4,0.779,0,1,0,0
2609,Hysteric July,The Sunset Fiction,THREE1989,2020-08-15,136117,11,0,1,0.457,0.5,0.418,4.77e-05,0.114,-11.984,0.0495,86.667,4,0.045,0,1,0,0
2610,Part Time Summer - Album Edition,The Sunset Fiction,THREE1989,2020-08-15,320074,10,10,0,0.803,0.0221,0.431,3.98e-05,0.0491,-8.429,0.0795,94.963,4,0.64,0,1,0,0
2611,summer night,SLEEP ASLEEP...。,illiomote,2020-04-08,224608,10,11,0,0.946,0.086,0.551,0.000151,0.0545,-4.823,0.0598,115.031,4,0.587,0,1,0,0
2612,Let's Summer,ANY LUCK TO YOU,Verandah,2017-01-15,257986,24,4,1,0.593,0.0338,0.886,5.47e-05,0.187,-4.15,0.0362,126.029,4,0.617,0,1,0,0
2613,Sunflower,Sunflower,Mime,2020-08-21,216364,11,5,0,0.537,0.0448,0.629,0.00798,0.0818,-6.421,0.0299,82.011,4,0.468,0,1,0,0
2614,SI03,SI03,EAST LONG CAPE,2020-08-10,182954,7,0,0,0.708,0.000819,0.817,0.0,0.275,-6.501,0.168,148.038,4,0.538,0,1,0,0
2615,Summer Escape,Summer Escape,Peach Boi,2020-08-05,200998,10,2,1,0.832,0.331,0.808,0.0,0.0891,-4.541,0.0402,132.03,4,0.852,0,1,0,0
2616,Summer Lover,Shibuya is your town,Udagawa Bekkan Band,2020-08-31,313400,3,10,0,0.676,0.735,0.522,2.19e-05,0.16,-7.238,0.0494,83.971,4,0.725,0,1,0,0
2617,ハイレグBIKINI,ハイレグBIKINI,ROMANKAKUMEI,2020-09-09,301469,26,2,1,0.762,0.391,0.813,0.0,0.15,-4.983,0.104,92.034,4,0.847,0,1,0,0
2618,煌めき,煌めき,okkaaa,2020-09-16,265714,15,5,1,0.559,0.558,0.54,0.0,0.127,-8.695,0.0317,91.056,4,0.338,0,1,0,0
2619,Love Beach,Love Beach,Naive Super,2020-09-16,274629,0,1,1,0.624,0.101,0.728,0.117,0.0528,-4.642,0.0345,102.022,4,0.835,0,1,0,0
2620,CHECKLIST,CHECKLIST,R2 BoyZ,2020-09-04,156000,9,9,1,0.744,0.143,0.79,0.0,0.742,-5.96,0.248,99.985,4,0.809,0,1,0,0
2621,夏のままで,夏のままで,Haruko Tajima,2020-09-10,173164,1,8,1,0.708,0.483,0.717,0.0,0.0651,-3.777,0.0992,79.025,4,0.704,0,1,0,0
2622,summertime,summertime,Rainych,2020-05-19,272937,0,5,0,0.714,0.204,0.68,4.52e-05,0.195,-8.865,0.0302,132.007,4,0.741,0,1,0,0
2623,幻じゃない海辺 feat. 大比良瑞希 & KEISUKE SAITO,幻じゃない海辺 feat. 大比良瑞希 & KEISUKE SAITO,DJ HASEBE,2020-12-02,206099,0,1,1,0.699,0.0537,0.822,0.0,0.213,-5.208,0.0387,109.973,4,0.821,0,1,0,0
2624,Healthy,Healthy,Nelko,2020-11-04,251410,11,6,0,0.769,0.728,0.446,0.0163,0.257,-8.806,0.0382,95.002,4,0.765,0,1,0,0
2625,め組のひと,POSEIDON TIME,ポセイドン・石川,2019-02-04,185933,4,2,0,0.686,0.128,0.941,0.00189,0.327,-3.365,0.0587,125.127,4,0.9,0,1,0,0
2626,Best Summer Ever,Surf Like a Girl,uruwashi,2020-09-09,191999,2,7,0,0.782,0.479,0.514,0.748,0.0934,-8.444,0.0342,89.922,4,0.758,0,1,0,0
2627,夏夜のマジック,HOME TOWN ~Cover Songs~,Asako Toki,2021-02-17,304266,43,6,1,0.59,0.539,0.578,1.58e-06,0.207,-7.775,0.128,77.899,4,0.681,0,1,0,0
2628,Summer Vacation,en route,KEN THE 390,2021-03-12,282039,7,7,1,0.755,0.051,0.872,1.5e-06,0.149,-6.784,0.118,107.006,4,0.525,0,1,0,0
2629,UCHOTEN (feat. TACK),OOTD,ASOBOiSM,2020-10-16,256061,21,0,0,0.684,0.159,0.849,0.0,0.0993,-4.753,0.0501,149.97,4,0.768,0,1,0,0
2630,Premium・夏mansion,maze,chelmico,2020-08-26,243786,26,8,1,0.677,0.0117,0.809,0.0,0.136,-6.069,0.0905,180.07,4,0.445,0,1,0,0
2631,one summer day,one summer day,城戸あき子,2020-09-09,198500,19,6,1,0.752,0.14,0.529,1.32e-05,0.107,-7.516,0.0286,90.003,4,0.595,0,1,0,0
2632,Tokyo summer music ‘21,Tokyo summer music ‘21,futures,2021-03-10,311460,4,1,0,0.659,0.0642,0.634,6.03e-05,0.164,-10.119,0.036,89.0,4,0.647,0,1,0,0
2633,Remember Summer,インビジブルガールズ,Akusa,2020-08-12,175305,14,10,1,0.868,0.425,0.771,0.00104,0.0782,-6.927,0.175,96.008,4,0.777,0,1,0,0
2634,愛言葉,愛言葉,I Don't Like Mondays.,2021-04-28,209065,30,1,1,0.724,0.301,0.636,0.0,0.0817,-5.385,0.0528,125.012,4,0.771,0,1,0,0
